COD CURSO;CURSO;DURACION;CLIENTE;IMPORTE CLIENTE;PROFESOR;IMPORTE PROFESOR;FECHA CURSO;JORNADA CURSO;COMERCIAL;IMPORTE COMERCIAL;PAGADO CLIENTE;PAIS;CIUDAD;PAGADO COMERCIAL
COD-282;DISEÑO;10;CLIENTE-004; 600,00 € ;PROFESOR-003; 120,00 € ;24/09/2020;MAÑANA;COMERCIAL-004; 72,00 € ;NO;ESPAÑA;MADRID;SI
COD-283;ACCESS;12;CLIENTE-003; 480,00 € ;PROFESOR-002; 144,00 € ;02/05/2020;TARDE;COMERCIAL-003; 48,00 € ;SI;ITALIA;ROMA;SI
COD-284;ACCESS;15;CLIENTE-006; 600,00 € ;PROFESOR-001; 180,00 € ;09/01/2021;TARDE;COMERCIAL-002; 60,00 € ;NO;FRANCIA;MARSELLA;SI
COD-285;ACCESS;25;CLIENTE-004; 1.000,00 € ;PROFESOR-004; 300,00 € ;28/06/2020;TARDE;COMERCIAL-004; 100,00 € ;SI;ESPAÑA;MADRID;SI
COD-286;ACCESS;15;CLIENTE-007; 600,00 € ;PROFESOR-005; 180,00 € ;30/09/2020;NOCHE;COMERCIAL-001; 60,00 € ;SI;ESPAÑA;MADRID;SI
COD-287;EXCEL;20;CLIENTE-005; 600,00 € ;PROFESOR-002; 240,00 € ;03/12/2019;NOCHE;COMERCIAL-003; 48,00 € ;SI;FRANCIA;MARSELLA;SI
COD-288;EXCEL;20;CLIENTE-006; 600,00 € ;PROFESOR-001; 240,00 € ;20/10/2021;NOCHE;COMERCIAL-002; 48,00 € ;SI;FRANCIA;PARIS;SI
COD-289;EXCEL;30;CLIENTE-008; 900,00 € ;PROFESOR-004; 360,00 € ;14/09/2019;NOCHE;COMERCIAL-004; 72,00 € ;SI;ESPAÑA;MADRID;SI
COD-290;WORD;35;CLIENTE-003; 875,00 € ;PROFESOR-005; 420,00 € ;25/05/2021;NOCHE;COMERCIAL-001; 61,25 € ;SI;ITALIA;ROMA;SI
COD-291;WORD;40;CLIENTE-005; 1.000,00 € ;PROFESOR-002; 480,00 € ;25/07/2020;TARDE;COMERCIAL-002; 70,00 € ;SI;FRANCIA;PARIS;SI
COD-292;WORD;40;CLIENTE-006; 1.000,00 € ;PROFESOR-001; 480,00 € ;06/07/2020;NOCHE;COMERCIAL-004; 70,00 € ;SI;FRANCIA;PARIS;SI
COD-293;WORD;35;CLIENTE-004; 875,00 € ;PROFESOR-004; 420,00 € ;21/08/2021;NOCHE;COMERCIAL-001; 61,25 € ;SI;ESPAÑA;MADRID;SI
COD-294;EXCEL;10;CLIENTE-007; 300,00 € ;PROFESOR-003; 120,00 € ;15/02/2021;NOCHE;COMERCIAL-003; 24,00 € ;SI;ESPAÑA;MADRID;SI
COD-295;ACCESS;12;CLIENTE-007; 480,00 € ;PROFESOR-002; 144,00 € ;31/01/2019;TARDE;COMERCIAL-002; 48,00 € ;SI;ESPAÑA;MADRID;SI
COD-296;WORD;15;CLIENTE-006; 375,00 € ;PROFESOR-001; 180,00 € ;30/03/2021;TARDE;COMERCIAL-004; 26,25 € ;SI;FRANCIA;PARIS;SI
COD-297;WORD;25;CLIENTE-005; 625,00 € ;PROFESOR-001; 300,00 € ;02/08/2021;TARDE;COMERCIAL-003; 43,75 € ;SI;FRANCIA;PARIS;SI
COD-298;WORD;15;CLIENTE-008; 375,00 € ;PROFESOR-004; 180,00 € ;10/04/2021;TARDE;COMERCIAL-002; 26,25 € ;SI;ESPAÑA;MADRID;SI
COD-299;EXCEL;10;CLIENTE-003; 300,00 € ;PROFESOR-005; 120,00 € ;07/06/2021;NOCHE;COMERCIAL-004; 24,00 € ;NO;ITALIA;ROMA;SI
COD-300;EXCEL;12;CLIENTE-005; 360,00 € ;PROFESOR-002; 144,00 € ;10/09/2021;NOCHE;COMERCIAL-001; 28,80 € ;NO;FRANCIA;PARIS;SI
COD-301;EXCEL;15;CLIENTE-003; 450,00 € ;PROFESOR-001; 180,00 € ;26/12/2021;NOCHE;COMERCIAL-002; 36,00 € ;NO;ITALIA;ROMA;SI
COD-302;INTERNET;25;CLIENTE-004; 625,00 € ;PROFESOR-004; 300,00 € ;05/04/2019;NOCHE;COMERCIAL-004; 31,25 € ;NO;ESPAÑA;MADRID;SI
COD-303;WINDOWS;15;CLIENTE-003; 375,00 € ;PROFESOR-003; 180,00 € ;02/06/2019;NOCHE;COMERCIAL-001; 18,75 € ;SI;ITALIA;ROMA;NO
COD-304;WINDOWS;20;CLIENTE-006; 500,00 € ;PROFESOR-002; 240,00 € ;16/07/2019;TARDE;COMERCIAL-003; 25,00 € ;SI;FRANCIA;PARIS;SI
COD-305;WINDOWS;20;CLIENTE-004; 500,00 € ;PROFESOR-001; 240,00 € ;19/06/2020;MAÑANA;COMERCIAL-002; 25,00 € ;SI;ESPAÑA;MADRID;SI
COD-306;INTERNET;30;CLIENTE-007; 750,00 € ;PROFESOR-004; 360,00 € ;07/05/2021;TARDE;COMERCIAL-004; 37,50 € ;SI;ESPAÑA;VALLADOLID;SI
COD-307;PROGRAMACION;35;CLIENTE-005; 2.625,00 € ;PROFESOR-005; 420,00 € ;03/03/2019;MAÑANA;COMERCIAL-001; 393,75 € ;NO;FRANCIA;PARIS;SI
COD-308;DISEÑO;40;CLIENTE-006; 2.400,00 € ;PROFESOR-002; 480,00 € ;31/08/2019;MAÑANA;COMERCIAL-003; 288,00 € ;NO;FRANCIA;PARIS;SI
COD-309;DISEÑO;40;CLIENTE-008; 2.400,00 € ;PROFESOR-001; 480,00 € ;11/10/2021;MAÑANA;COMERCIAL-002; 288,00 € ;SI;ESPAÑA;VALLADOLID;SI
COD-310;DISEÑO;35;CLIENTE-003; 2.100,00 € ;PROFESOR-004; 420,00 € ;21/05/2021;MAÑANA;COMERCIAL-004; 252,00 € ;NO;ITALIA;ROMA;SI
COD-311;ACCESS;45;CLIENTE-005; 1.800,00 € ;PROFESOR-005; 540,00 € ;17/08/2021;TARDE;COMERCIAL-001; 180,00 € ;NO;FRANCIA;PARIS;SI
COD-312;WORD;25;CLIENTE-006; 625,00 € ;PROFESOR-002; 300,00 € ;23/07/2021;TARDE;COMERCIAL-002; 43,75 € ;SI;FRANCIA;PARIS;SI
COD-313;WORD;20;CLIENTE-004; 500,00 € ;PROFESOR-001; 240,00 € ;26/08/2020;MAÑANA;COMERCIAL-004; 35,00 € ;NO;ESPAÑA;VALLADOLID;SI
COD-314;WORD;10;CLIENTE-007; 250,00 € ;PROFESOR-003; 120,00 € ;03/01/2019;TARDE;COMERCIAL-001; 17,50 € ;SI;ESPAÑA;VALENCIA;SI
COD-315;EXCEL;12;CLIENTE-007; 360,00 € ;PROFESOR-002; 144,00 € ;01/08/2021;MAÑANA;COMERCIAL-003; 28,80 € ;SI;ESPAÑA;VALENCIA;SI
COD-316;EXCEL;15;CLIENTE-006; 450,00 € ;PROFESOR-001; 180,00 € ;06/01/2019;MAÑANA;COMERCIAL-002; 36,00 € ;NO;FRANCIA;PARIS;SI
COD-317;EXCEL;20;CLIENTE-005; 600,00 € ;PROFESOR-004; 240,00 € ;03/02/2021;MAÑANA;COMERCIAL-004; 48,00 € ;NO;FRANCIA;PARIS;SI
COD-318;INTERNET;25;CLIENTE-008; 625,00 € ;PROFESOR-005; 300,00 € ;30/10/2019;MAÑANA;COMERCIAL-003; 31,25 € ;SI;ESPAÑA;VALENCIA;SI
COD-319;WINDOWS;30;CLIENTE-008; 750,00 € ;PROFESOR-002; 360,00 € ;14/04/2020;TARDE;COMERCIAL-002; 37,50 € ;SI;ESPAÑA;VALENCIA;SI
COD-320;WINDOWS;40;CLIENTE-007; 1.000,00 € ;PROFESOR-001; 480,00 € ;24/06/2019;TARDE;COMERCIAL-004; 50,00 € ;SI;ESPAÑA;VALENCIA;SI
COD-321;WINDOWS;35;CLIENTE-005; 875,00 € ;PROFESOR-004; 420,00 € ;20/09/2020;TARDE;COMERCIAL-001; 43,75 € ;SI;FRANCIA;MARSELLA;NO
COD-322;INTERNET;45;CLIENTE-003; 1.125,00 € ;PROFESOR-003; 540,00 € ;23/01/2020;TARDE;COMERCIAL-003; 56,25 € ;NO;ITALIA;ROMA;NO
COD-323;PROGRAMACION;18;CLIENTE-005; 1.350,00 € ;PROFESOR-002; 216,00 € ;11/10/2019;NOCHE;COMERCIAL-002; 202,50 € ;SI;FRANCIA;MARSELLA;SI
COD-324;DISEÑO;10;CLIENTE-004; 600,00 € ;PROFESOR-001; 120,00 € ;20/12/2020;NOCHE;COMERCIAL-004; 72,00 € ;SI;ESPAÑA;VALENCIA;SI
COD-325;DISEÑO;45;CLIENTE-003; 2.700,00 € ;PROFESOR-004; 540,00 € ;03/07/2021;NOCHE;COMERCIAL-001; 324,00 € ;SI;ITALIA;ROMA;NO
COD-326;DISEÑO;25;CLIENTE-005; 1.500,00 € ;PROFESOR-005; 300,00 € ;07/11/2020;TARDE;COMERCIAL-002; 180,00 € ;SI;FRANCIA;MARSELLA;SI
COD-327;ACCESS;20;CLIENTE-003; 800,00 € ;PROFESOR-002; 240,00 € ;12/04/2020;TARDE;COMERCIAL-004; 80,00 € ;SI;ITALIA;ROMA;SI
COD-328;ACCESS;10;CLIENTE-004; 400,00 € ;PROFESOR-001; 120,00 € ;16/02/2020;TARDE;COMERCIAL-001; 40,00 € ;SI;ESPAÑA;VALENCIA;NO
COD-329;ACCESS;12;CLIENTE-003; 480,00 € ;PROFESOR-003; 144,00 € ;20/05/2020;TARDE;COMERCIAL-003; 48,00 € ;SI;ITALIA;ROMA;NO
COD-330;ACCESS;15;CLIENTE-006; 600,00 € ;PROFESOR-002; 180,00 € ;27/08/2019;NOCHE;COMERCIAL-002; 60,00 € ;SI;FRANCIA;MARSELLA;SI
COD-331;EXCEL;20;CLIENTE-001; 600,00 € ;PROFESOR-001; 240,00 € ;22/01/2019;NOCHE;COMERCIAL-004; 48,00 € ;SI;ESPAÑA;VALENCIA;SI
COD-332;EXCEL;25;CLIENTE-002; 750,00 € ;PROFESOR-004; 300,00 € ;02/10/2019;NOCHE;COMERCIAL-003; 60,00 € ;SI;ITALIA;ROMA;NO
COD-333;EXCEL;30;CLIENTE-004; 900,00 € ;PROFESOR-005; 360,00 € ;31/03/2020;NOCHE;COMERCIAL-002; 72,00 € ;SI;ESPAÑA;VALLADOLID;SI
COD-334;WORD;40;CLIENTE-003; 1.000,00 € ;PROFESOR-002; 480,00 € ;24/04/2019;NOCHE;COMERCIAL-004; 70,00 € ;SI;ITALIA;ROMA;SI
COD-335;WORD;35;CLIENTE-005; 875,00 € ;PROFESOR-001; 420,00 € ;27/07/2021;TARDE;COMERCIAL-001; 61,25 € ;SI;FRANCIA;MARSELLA;NO
COD-336;WORD;12;CLIENTE-003; 300,00 € ;PROFESOR-004; 144,00 € ;11/04/2021;MAÑANA;COMERCIAL-003; 21,00 € ;NO;ITALIA;ROMA;SI
COD-337;WORD;15;CLIENTE-004; 375,00 € ;PROFESOR-003; 180,00 € ;11/12/2020;TARDE;COMERCIAL-002; 26,25 € ;NO;ESPAÑA;VALLADOLID;SI
COD-338;EXCEL;25;CLIENTE-003; 750,00 € ;PROFESOR-002; 300,00 € ;24/07/2020;MAÑANA;COMERCIAL-004; 60,00 € ;NO;ITALIA;ROMA;SI
COD-339;ACCESS;15;CLIENTE-006; 600,00 € ;PROFESOR-001; 180,00 € ;11/07/2019;MAÑANA;COMERCIAL-001; 60,00 € ;NO;FRANCIA;MARSELLA;SI
COD-340;WORD;20;CLIENTE-004; 500,00 € ;PROFESOR-004; 240,00 € ;18/05/2020;MAÑANA;COMERCIAL-002; 35,00 € ;NO;ESPAÑA;VALLADOLID;SI
COD-341;WORD;20;CLIENTE-007; 500,00 € ;PROFESOR-005; 240,00 € ;03/10/2021;MAÑANA;COMERCIAL-004; 35,00 € ;SI;ESPAÑA;VALLADOLID;SI
COD-342;WORD;30;CLIENTE-005; 750,00 € ;PROFESOR-002; 360,00 € ;21/08/2019;TARDE;COMERCIAL-001; 52,50 € ;SI;FRANCIA;MARSELLA;SI
COD-343;EXCEL;35;CLIENTE-006; 1.050,00 € ;PROFESOR-001; 420,00 € ;24/03/2020;TARDE;COMERCIAL-003; 84,00 € ;SI;FRANCIA;MARSELLA;SI
COD-344;EXCEL;40;CLIENTE-001; 1.200,00 € ;PROFESOR-004; 480,00 € ;04/05/2020;TARDE;COMERCIAL-002; 96,00 € ;SI;ESPAÑA;VALENCIA;SI
COD-345;EXCEL;40;CLIENTE-002; 1.200,00 € ;PROFESOR-005; 480,00 € ;01/02/2020;TARDE;COMERCIAL-004; 96,00 € ;NO;ITALIA;ROMA;SI
COD-346;INTERNET;35;CLIENTE-004; 875,00 € ;PROFESOR-002; 420,00 € ;11/10/2019;NOCHE;COMERCIAL-003; 43,75 € ;NO;ESPAÑA;VALENCIA;SI
COD-347;WINDOWS;45;CLIENTE-003; 1.125,00 € ;PROFESOR-001; 540,00 € ;10/12/2021;NOCHE;COMERCIAL-002; 56,25 € ;NO;ITALIA;ROMA;SI
COD-348;WINDOWS;25;CLIENTE-005; 625,00 € ;PROFESOR-004; 300,00 € ;06/07/2021;NOCHE;COMERCIAL-004; 31,25 € ;NO;FRANCIA;MARSELLA;SI
COD-349;WINDOWS;20;CLIENTE-003; 500,00 € ;PROFESOR-003; 240,00 € ;14/09/2020;TARDE;COMERCIAL-001; 25,00 € ;NO;ITALIA;ROMA;SI
COD-350;INTERNET;10;CLIENTE-004; 250,00 € ;PROFESOR-002; 120,00 € ;16/04/2019;TARDE;COMERCIAL-002; 12,50 € ;SI;ESPAÑA;VALENCIA;SI
COD-351;PROGRAMACION;12;CLIENTE-003; 900,00 € ;PROFESOR-004; 144,00 € ;16/01/2021;TARDE;COMERCIAL-004; 135,00 € ;NO;ITALIA;ROMA;SI
COD-352;DISEÑO;15;CLIENTE-006; 900,00 € ;PROFESOR-003; 180,00 € ;02/05/2019;TARDE;COMERCIAL-001; 108,00 € ;SI;FRANCIA;MARSELLA;SI
COD-353;DISEÑO;20;CLIENTE-004; 1.200,00 € ;PROFESOR-002; 240,00 € ;15/10/2019;NOCHE;COMERCIAL-003; 144,00 € ;SI;ESPAÑA;VALENCIA;NO
COD-354;DISEÑO;25;CLIENTE-007; 1.500,00 € ;PROFESOR-001; 300,00 € ;15/06/2019;NOCHE;COMERCIAL-002; 180,00 € ;SI;ESPAÑA;VALENCIA;SI
COD-355;ACCESS;30;CLIENTE-005; 1.200,00 € ;PROFESOR-004; 360,00 € ;23/04/2019;NOCHE;COMERCIAL-004; 120,00 € ;SI;FRANCIA;MARSELLA;SI
COD-356;ACCESS;40;CLIENTE-006; 1.600,00 € ;PROFESOR-005; 480,00 € ;05/06/2019;NOCHE;COMERCIAL-003; 160,00 € ;SI;FRANCIA;MARSELLA;NO
COD-357;ACCESS;35;CLIENTE-008; 1.400,00 € ;PROFESOR-002; 420,00 € ;11/12/2019;NOCHE;COMERCIAL-002; 140,00 € ;SI;ESPAÑA;VALENCIA;SI
COD-358;ACCESS;45;CLIENTE-003; 1.800,00 € ;PROFESOR-001; 540,00 € ;15/05/2019;TARDE;COMERCIAL-004; 180,00 € ;SI;ITALIA;MILAN;SI
COD-359;EXCEL;18;CLIENTE-005; 540,00 € ;PROFESOR-004; 216,00 € ;05/09/2019;NOCHE;COMERCIAL-001; 43,20 € ;SI;FRANCIA;MARSELLA;NO
COD-360;EXCEL;10;CLIENTE-006; 300,00 € ;PROFESOR-005; 120,00 € ;03/06/2020;NOCHE;COMERCIAL-003; 24,00 € ;SI;FRANCIA;MARSELLA;NO
COD-361;EXCEL;45;CLIENTE-004; 1.350,00 € ;PROFESOR-002; 540,00 € ;13/07/2021;NOCHE;COMERCIAL-002; 108,00 € ;SI;ESPAÑA;VALENCIA;SI
COD-362;WORD;25;CLIENTE-007; 625,00 € ;PROFESOR-001; 300,00 € ;01/04/2021;TARDE;COMERCIAL-004; 43,75 € ;SI;ESPAÑA;VALENCIA;SI
